"V2"	"V3"	"V4"	"V5"
"1"	0.563	0.000142756089194652	0.00732224156932694	1.0029154057833
"2"	0.56	0.000143683004010523	0.00107913354209436	11.7306088379835
"3"	0.56	0.000143432393733213	0.00131564410880781	3.56940012876127
"4"	0.56	0.000145047517506062	0.00119906385277162	12.4704196237217
"5"	0.567	0.000142756274501784	0.848764703873484	180.649119832045
"6"	0.564	0.000143099534567715	3.86213506384775	482.074760794921
"7"	0.565	0.000142842038045507	1.29546148394955	636.129102648225
"8"	0.569	0.000142956396138496	1.30537044061165	3.6064107215606
"9"	0.564	0.000142846780350584	4.59137663245637	687.237726323163
"10"	0.564	0.000142845775298997	4.7229951863236	605.29749504835
"11"	0.564	0.000143757915967607	36.2399178854	535.920505010083
"12"	0.564	0.000143193933905293	34.9294510308811	546.569806709751
"13"	0.564	0.000143155006017755	106.189857290143	605.190409338811
"14"	0.564	0.000142692201724247	522.76648474228	733.354730376235
"15"	0.564	0.000143291789326152	475.029146855318	750.631999941823
"16"	0.564	0.00014408962256166	526.505553779953	689.371350765946
"17"	0.56	0.000143956289571383	0.00104464615119144	15.348941326249
"18"	0.563	0.000143448910583587	0.00615193186354614	10.8837346708299
"19"	0.563	0.000143140383572866	0.00666854592784801	4.99075601435892
"20"	0.563	0.000143167982004425	0.00666369897602417	6.68765694479961
"21"	0.574	0.000142864851047914	0.208133113215839	49.7925201001847
"22"	0.575	0.000142806672295721	2.20215892033936	1562.33574362758
"23"	0.564	0.000142738026876456	2.3459633463592	672.901143531907
"24"	0.564	0.000143106549759909	21.3317990478001	668.964071205296
"25"	0.564	0.000143690694879425	118.678598720692	743.172867916431
"26"	0.564	0.000143680269449054	100.459564498337	750.860896888963
"27"	0.564	0.000144095759580184	475.074340271338	643.42130431815
"28"	0.56	0.000142935751599352	0.00110621799491233	9.58606998804449
"29"	0.562	0.000142696969121249	0.00536261163786804	3.55570463071463
"30"	0.563	0.000142965958348039	0.00708137549063405	1.99334395490812
"31"	0.56	0.000143640802937605	0.00112689232573126	8.08831211856741
"32"	0.564	0.000142708566850847	2.3893161565969	482.918941179118
"33"	0.564	0.000142798823831575	3.2850199321475	619.647738048504
"34"	0.565	0.000143074400388323	1.2151805394166	529.518905144739
"35"	0.564	0.000143729087585705	8.44858464590041	729.458936528284
"36"	0.564	0.000143338100616358	4.57494325855118	603.156322377598
