"V2"	"V3"	"V4"	"V5"	"V6"
"1"	0.215	0.000664520083670944	0.0911476416279143	0.00875325421147001	662.094568440707
"2"	0.219	0.000826077830306613	0.113729191290704	0.0279001493681321	930.127348261895
"3"	0.219	0.000826738879746071	0.63501345459093	0.0149396395713605	804.650219031031
"4"	0.225	0.00123688842708654	0.944171257850418	0.215414410062549	969.346432415638
"5"	0.221	0.000935224323254266	0.713037732934696	4.12612025421839	910.617196479831
"6"	0.25	0.00191540430015823	1.85667275885631	0.001	2772.56130896001
"7"	0.215	0.000665747721313556	2.44730843859018	5.29793794936078	665.304893602169
"8"	0.228	0.00164587255921456	28.2121740995424	14.1013803814948	255.820636918099
"9"	0.226	0.00114602449557566	917.459673890474	1.12184885398556	1827.25868257343
"10"	0.226	0.0016411224484196	952.169081167288	44.6507003560327	859.619110994079
"11"	0.209	8.70739538175149e-05	978.105126228718	0.0348060411780631	1389.02321378898
"12"	0.219	0.000828147196173454	890.139132076549	79.3233810661871	785.56685482432
"13"	0.226	0.00160576194483094	0.111233910512683	0.00445400907096653	950.589629602236
"14"	0.225	0.00131964952653448	0.391551441203914	0.00712064495446923	1043.00611060529
"15"	0.218	0.00077227220355582	5.79326668290749	0.341807658984965	801.760235342803
"16"	0.292	0.00158956879436082	11.3796490051002	0.001	4751.97408710082
"17"	0.286	0.00199460482364194	253.825850010952	0.0389013074539789	4560.33780762032
"18"	0.218	0.000777081783600736	24.7460566284331	11.8594424861585	939.512482092781
"19"	0.225	0.00131957428582413	40.5406243582005	95.8568818471193	949.988081087657
"20"	0.237	0.0019973300796437	834.420786848054	0.749963244488523	1940.45565635608
"21"	0.218	0.000638526509532909	654.921203674441	0.969631654177534	1060.22446049033
"22"	0.206	0.000405905945740223	671.340466017079	5.71055702446894	176.885695963801
"23"	0.221	0.000910059804294452	0.0313871605996117	0.00111010175686666	815.978057794295
"24"	0.211	0.000540763618693894	0.0167612379155777	0.0317173003270073	184.498792031013
"25"	0.216	0.000692086261872306	0.108533818058417	0.0243976890803739	623.266069194846
"26"	0.217	0.000752492235795072	0.149871331729985	0.0899135423940104	799.468797564979
"27"	0.244	0.00139672873471999	1.80565299637254	0.001	2858.16049197249
"28"	0.213	0.000559641220850808	2.68108427730871	0.0124265030302301	621.494205695311
"29"	0.225	0.00142857744358724	8.39276057791671	6.02252352067788	880.522249435387
"30"	0.215	0.000646832695321576	2.00307982772539	4.93152479584617	756.25435108193
"31"	0.282	0.000980240353989191	55.5387252786269	0.001	4785.36840658361
"32"	0.213	0.000578645308279736	6.7243174572095	206.150857495922	578.306667811722
"33"	0.258	0.00190523932156664	915.206481116879	0.326530139908791	3699.72153673382
"34"	0.222	0.000997644502024537	826.490940509629	13.4602949153783	1009.95436731523
"35"	0.216	0.000690844969705025	0.0120759760546382	10.282364600028	679.765137206766
"36"	0.211	0.000521187321253158	0.295750376363857	123.718663780199	490.637960834277
"37"	0.305	0.0018995658944193	999.889024573169	0.00570537706795186	5503.3264888733
"38"	0.236	0.00198336445040657	7.87653786111987	0.00751850601462467	1946.03466853727
"39"	0.217	0.000745241589519313	1.55530421893449	0.0124630209856692	843.015542198691
"40"	0.22	0.000899647287017801	1.94541779736155	0.360689932988397	951.507053677287
"41"	0.212	0.000543386570944302	34.7601162518945	0.242207561610216	437.428954737462
"42"	0.229	0.0019362312745479	92.8874720572602	386.170662879168	752.918170835346
"43"	0.226	0.000314822370328997	160.563474859285	0.0433879703890692	2270.76097529489
"44"	0.217	0.000746927852831063	156.267789547908	138.645305197709	870.190536010018
"45"	0.208	6.87202424087258e-05	524.266416397588	0.0305934209986391	1136.56886325817
"46"	0.217	0.000712842395742794	0.0103455444195906	0.00433028021257346	900.561969340623
"47"	0.206	0.000403327419029485	0.00643408261844347	0.516370539357471	149.608516309109
"48"	0.213	0.000585555074013329	0.00742424270416577	6.56265870157178	619.035063768539
"49"	0.207	0.000381358987177514	0.165380510016016	0.58841243716499	221.590438899717
"50"	0.216	0.000696497027193311	0.0357723321854092	3.72792941924391	797.184655805088
"51"	0.206	0.000394355994753851	0.503689194656189	0.196008690508064	150.149652582016
"52"	0.216	0.00069905431955564	0.160287444127255	0.421949104421095	850.839389431527
"53"	0.215	0.00065057620823653	0.886648112753141	15.1439526076285	593.461637611992
"54"	0.254	0.00153813766292399	2.19926739443009	0.001	3129.79085990916
"55"	0.206	0.000394465512707699	138.798178498095	9.44167312561956	141.725202525335
"56"	0.218	0.00079158784432752	21.7674370236295	0.765316022779354	823.344153188035
"57"	0.204	0.000168800319985452	67.6323312610614	0.0586413672005719	141.725202525335
"58"	0.22	0.00087896464999708	126.292366082727	162.217791480107	925.084092906966
"59"	0.206	0.000400319485383292	0.0239035289358707	215.96629774776	141.725202525335
"60"	0.216	0.000678855584641624	0.0056381124506478	18.4620835581339	836.693739124836
"61"	0.206	0.000368368116582406	0.200751826256374	0.0156715760153065	146.574283795092
"62"	0.206	0.000377316164600572	0.00157552342499691	0.200340344881216	148.32368119021
"63"	0.207	0.000441911047280727	0.134299721318777	0.026371768917027	174.440236177774
"64"	0.206	0.000376688295981701	0.0737763731095927	0.194542024478691	147.697379023069
"65"	0.206	0.000385895522027944	0.498259713964283	0.0050389235771219	159.1538415721
"66"	0.215	0.000642648873201131	3.84104665801583	0.0314922849208516	792.624700899143
"67"	0.274	0.0019600066651969	3.92425802148148	0.001	4375.64511260898
"68"	0.284	0.00170643499512605	29.8939227981325	0.00460925486641496	4530.59743642398
"69"	0.209	0.000463214056803032	13.1022145069243	0.72205798005469	382.789646347159
"70"	0.205	0.000337064799991122	77.8101169133428	0.177749870448945	150.219654011011
"71"	0.22	0.000889717083293005	335.035164563348	3.40060537570465	943.586424214801
"72"	0.214	0.000585148287513988	0.00103489063221858	27.1999271807273	762.325630853417
"73"	0.226	0.00154142642091299	0.0122709478210634	0.295794086565042	816.63217031215
"74"	0.208	0.000429312092974748	0.105277188709977	0.217195593081336	298.03710672928
"75"	0.212	0.000557370215614105	0.0651595668749948	116.016974827028	558.452937244137
"76"	0.214	0.000593847199777148	0.0924687779944326	99.7465496229496	699.177174144361
"77"	0.206	0.000401227443928934	0.578915154903972	0.846780272412922	185.240304869105
"78"	0.216	0.00061590229336924	0.458613834372851	0.73419766591062	898.366809088049
"79"	0.237	0.000350749156029559	997.717279812882	0.00390398896889082	3882.80723165083
"80"	0.208	0.000426795488553643	2.26130471531827	0.977873769862772	291.204282915911
"81"	0.215	0.00063674980171828	12.3434994766938	4.047137945296	767.947214512624
"82"	0.296	0.0019370604185826	8.64550546956061	0.001	4826.77361239623
"83"	0.204	2.2955674592648e-05	862.503796363466	0.00269434069628924	931.906111111671
"84"	0.206	0.000390854272870408	97.3922437062075	2.63952697177527	157.198687801773
"85"	0.296	0.0010094519661635	250.041241508612	0.001	5465.58846975107
"86"	0.207	0.000445066322840508	0.00662291757626456	0.0196754006669469	198.619523725887
"87"	0.206	0.000421613581655663	0.0418249601809786	0.012517617663962	150.556982324811
"88"	0.206	0.000401590146071774	0.0259419800316307	0.0218426679633801	143.313371316042
"89"	0.206	0.000382346250172114	0.163025195893768	0.0880627685285544	193.024209389025
"90"	0.206	0.000381017932769384	0.620307260408523	0.440730078384988	141.795148946008
"91"	0.213	0.000550644900849704	0.143566254156608	1.20652177381591	630.26356072657
"92"	0.225	0.00100945053862328	0.858538597733467	0.001	1820.96767209964
"93"	0.215	0.000652215197960947	0.541892578824167	133.122657409853	769.706828974513
"94"	0.223	0.000785510540705633	8.95372107940229	0.0111925761090126	1534.32656706539
"95"	0.211	0.000452884621573659	1.47972264939329	1.21880848394456	543.542875250604
"96"	0.213	0.000569262385259473	3.52012168506511	31.5934497623783	661.405971426742
"97"	0.225	0.000908914782815893	173.311859530841	0.207659223712534	1868.42798195922
"98"	0.225	0.00149658809097882	12.6017748403339	296.304646373663	931.346730846685
"99"	0.216	0.000659918053779426	66.6507954312858	19.6332737301948	891.865302971832
"100"	0.216	0.000575039540363761	152.808269537602	5.4611357979979	883.642090159531
