"V2"	"V3"	"V4"	"V5"
"1"	0.486	5.29807632121152e-05	0.268383303746768	2352.31940204068
"2"	0.488	5.29819182365928e-05	0.790473832651485	2352.38618068155
"3"	0.488	5.34442861298005e-05	0.622181534003876	2349.47094031216
"4"	0.492	5.3123878308464e-05	4.06701073953031	2341.62262185584
"5"	0.492	5.34403662166982e-05	3.97538329980688	2351.41079653376
"6"	0.491	5.29787059669901e-05	3.15900825172185	2352.48369362497
"7"	0.492	5.30385063613417e-05	6.67752213815972	2351.22558552082
"8"	0.493	5.33521668657929e-05	15.1358421425862	2343.83771569639
"9"	0.493	5.35571341680634e-05	22.1192184312909	2351.10376292703
"10"	0.493	5.34795686797714e-05	108.902558264231	2352.4197057013
"11"	0.493	5.3109318288074e-05	475.295484100866	2350.96994063193
"12"	0.493	5.30393827441594e-05	512.53529101617	2350.93034207357
"13"	0.462	5.37756453681472e-05	0.00105585299068102	2346.92954947871
"14"	0.462	5.32623836824093e-05	0.001032881401396	2339.39411687765
"15"	0.462	5.45970892034836e-05	0.00102406030036569	2352.49752113653
"16"	0.486	5.29763252849888e-05	0.284138190697906	2352.32584820538
"17"	0.486	5.29865136471965e-05	0.244032938419326	2352.35671317817
"18"	0.488	5.30275591614658e-05	0.590304038290639	2333.92997148661
"19"	0.488	5.30013075618724e-05	0.76136132417707	2351.64001747721
"20"	0.462	5.46068949004521e-05	0.00100114188405627	2350.69443484901
"21"	0.491	5.31665326028218e-05	2.75560672678173	2351.19469473367
"22"	0.492	5.37840220164315e-05	3.51969110114035	2350.21234646541
"23"	0.493	5.31956079265645e-05	22.385602899379	2341.14034004524
"24"	0.493	5.33173068130312e-05	21.481625335931	2346.38415726913
"25"	0.493	5.32288214526498e-05	99.820470523483	2347.30508230342
"26"	0.493	5.30272220179918e-05	571.183327572152	2350.75280819942
"27"	0.493	5.34462625092242e-05	497.207620876481	2352.3899228909
"28"	0.462	5.30054868774917e-05	0.00100586407309546	2332.23016177843
"29"	0.462	5.46094272447422e-05	0.00100312984490461	2350.88061468375
"30"	0.462	5.31641815343192e-05	0.00101443695270904	2336.42016269328
"31"	0.462	5.33310275695253e-05	0.00101775329479683	2346.41410540866
"32"	0.491	5.30395441410496e-05	3.00592460148678	2352.17935571828
"33"	0.493	5.32306465480101e-05	117.265398722198	2350.25320533155
"34"	0.493	5.32315541885768e-05	502.343798730826	2351.33582668636
"35"	0.462	5.31044869640428e-05	0.00102189890880544	2336.42790807915
"36"	0.462	5.3085383407338e-05	0.00119208288049866	2351.04094413405
"37"	0.486	5.29822473226951e-05	0.256964837832303	2352.42585917413
"38"	0.488	5.32034842727808e-05	0.718087630261296	2351.88267158101
"39"	0.488	5.30535684430265e-05	0.74529217308486	2351.50082273198
"40"	0.488	5.33626508609275e-05	0.688729899216642	2351.89953646251
"41"	0.488	5.3061274051336e-05	0.623028829874293	2349.48779160859
"42"	0.492	5.30267639953551e-05	5.79334123850742	2350.04785373728
"43"	0.493	5.32151547011437e-05	118.524958582616	2350.53101922597
"44"	0.493	5.30819029619673e-05	100.12524953176	2346.45926995729
"45"	0.493	5.30614307202048e-05	457.420095943541	2348.36349018987
"46"	0.493	5.32849786028083e-05	476.119627324791	2351.73810895682
"47"	0.462	5.45056187759926e-05	0.00102733693081264	2351.30379449206
"48"	0.462	5.35759093741355e-05	0.0010357608003089	2349.89851502785
"49"	0.462	5.40330693584783e-05	0.0010270880125912	2346.16870706092
"50"	0.462	5.3086029002784e-05	0.0010471911418108	2340.71395709949
"51"	0.462	5.30787748559483e-05	0.0011120769180422	2343.05396843928
"52"	0.462	5.30881710147497e-05	0.0010582337593794	2342.65923547113
"53"	0.462	5.29965611103537e-05	0.00100942871010049	2332.66091880536
"54"	0.462	5.30338503043678e-05	0.001003856265472	2333.30816443291
"55"	0.486	5.30109372232022e-05	0.254872649735634	2352.54595980818
"56"	0.462	5.43907228679584e-05	0.00100452892890639	2347.96619786251
"57"	0.486	5.2986723220709e-05	0.267715037667796	2352.3747934176
"58"	0.493	5.33263147228585e-05	139.270515499477	2350.51579382501
"59"	0.462	5.38235621044401e-05	0.00103520796535228	2345.94524698865
