"X1"	"X2"	"X3"	"X4"
"1"	0.441	3.38283816518375e-05	0.0011928372629267	1668.21112612709
"2"	0.441	3.20598922279091e-05	0.0019854698938707	1460.6369629259
"3"	0.441	3.26939916091673e-05	0.00210696113716622	1622.86584953844
"4"	0.453	3.22474240590215e-05	0.0022421586786582	3566.13755897703
"5"	0.441	3.19499718912329e-05	0.00231415694434055	1571.79172449732
"6"	0.441	3.19499718912329e-05	0.00231415694434055	1556.44987254659
"7"	0.442	3.25819380413647e-05	0.00308663955974346	1569.23580713893
"8"	0.453	3.43982993410691e-05	0.00120273610075303	3569.06024187529
"9"	0.441	3.45550203924919e-05	0.00164485067859334	1448.54092382949
"10"	0.441	3.20329810540405e-05	0.00117510257356919	1630.64667041146
"11"	0.443	4.26127462129223e-05	0.00247476725568622	1690.89117162876
"12"	0.442	3.59169347974596e-05	0.00260131916856704	1760.83219043234
"13"	0.44	3.18689503278059e-05	0.00100850603765161	1519.16601662176
"14"	0.442	3.45095631161523e-05	0.00319933244516667	1559.06913013428
"15"	0.442	3.18483719733269e-05	0.0028846693086705	1390.06878313972
"16"	0.441	3.25517968827791e-05	0.00106948006913683	1822.92973087716
"17"	0.441	3.19817140997993e-05	0.00190361815295649	1398.75408311771
"18"	0.441	3.18920250656268e-05	0.00131315437399887	1399.09747091127
"19"	0.441	3.22622784738915e-05	0.00136404154274035	1537.48395936029
"20"	0.441	3.3847145322414e-05	0.00152516513478067	1763.19307197477
"21"	0.441	3.21336967402856e-05	0.00201484889691898	1378.62596509539
"22"	0.441	3.23859291194298e-05	0.00195829068133301	1421.49350622501
"23"	0.442	3.30400781569764e-05	0.00342278185184874	1666.99499273241
"24"	0.454	3.18079661945588e-05	0.00252435160737242	10.2639405192578
"25"	0.442	3.48315455272238e-05	0.00303808275327329	1649.5300394701
"26"	0.443	3.21370467922556e-05	0.00420842677822783	1418.9274387683
"27"	0.442	3.21865841957289e-05	0.00371006567861993	1680.36314919249
"28"	0.443	3.31492688973905e-05	0.00402912220724485	1407.28151778869
"29"	0.443	3.48958188598342e-05	0.00397771775548591	1811.9303100804
"30"	0.441	3.27490793029028e-05	0.00126944165723122	1656.0179781466
"31"	0.441	3.31198364551143e-05	0.00177831684843667	1411.47586235121
"32"	0.441	3.18567209265108e-05	0.00234921728896167	1575.56702159488
"33"	0.442	3.34844096921518e-05	0.00307585573066836	1735.60395113121
"34"	0.44	3.18178859918982e-05	0.00100397768029945	1528.13852197567
"35"	0.441	3.3047049098708e-05	0.00137059559589557	1623.1820594999
"36"	0.441	3.19595826720032e-05	0.00206323195979331	1426.9657210546
"37"	0.441	3.20440776904092e-05	0.0019001891112952	1582.35969811194
"38"	0.441	3.2040160340206e-05	0.00179645911894398	1362.48401445971
"39"	0.441	3.25107434389801e-05	0.00137948690610858	1373.19008587338
"40"	0.441	3.20451407003681e-05	0.00217598874320069	1468.60066986478
"41"	0.451	3.20087523564503e-05	0.00183496998459434	151.510922869697
"42"	0.441	3.18286683775719e-05	0.00229307683173973	1654.18094719119
"43"	0.441	3.18567883850069e-05	0.00206241887517165	1391.68210319997
"44"	0.442	3.37542891204982e-05	0.00315571866162344	1593.06205867005
"45"	0.443	3.5661235358627e-05	0.00418855971706211	1678.87726472581
"46"	0.441	3.42164133546944e-05	0.00144038193183613	1446.21599069697
"47"	0.44	3.18459884669742e-05	0.00101599964991328	1460.95363279333
"48"	0.441	3.22415115541637e-05	0.00203976808494608	1427.57178118263
"49"	0.441	3.56476603656174e-05	0.00134060475863842	1420.44178241164
"50"	0.44	3.18507185229616e-05	0.00102031167425344	1509.40125076353
"51"	0.441	3.21593251240318e-05	0.00183735730775356	1444.7475317844
"52"	0.441	3.21392833024379e-05	0.00226800568969851	1607.1909709964
"53"	0.442	3.21221838927802e-05	0.00319044503060712	1463.32140164456
"54"	0.442	3.25302930655191e-05	0.00307040329366788	1458.36069370273
"55"	0.44	3.18097965657348e-05	0.00101141387181404	1518.01974025442
"56"	0.454	3.25293177977422e-05	0.00309256083472022	105.528966149564
"57"	0.443	3.47358358168973e-05	0.00418858204407465	1643.01420687349
"58"	0.443	3.25168360232048e-05	0.00421805468348484	1566.13647265972
"59"	0.442	3.18395040900817e-05	0.00359699378135099	1462.71652575015
"60"	0.441	3.55698281288062e-05	0.00103372225987709	1599.99564847749
"61"	0.44	3.18347491724639e-05	0.00100877799025408	1456.11858626043
"62"	0.441	3.29803654090766e-05	0.00138582006689395	1316.45513473714
"63"	0.441	3.232328847311e-05	0.00131317280886732	1225.43944622506
"64"	0.441	3.39027751238129e-05	0.00163799155444368	1637.48045403012
"65"	0.441	3.22517188148091e-05	0.00183099558372556	1623.26609722841
"66"	0.442	3.25609111428705e-05	0.00260511779774767	1365.63197180264
"67"	0.441	3.22144606260271e-05	0.00147911545027299	1320.73208912283
"68"	0.441	3.38895233221928e-05	0.00106579471153894	1241.53044678541
"69"	0.454	3.20523614267302e-05	0.00312441927062725	108.078577394457
"70"	0.442	3.29701818393951e-05	0.00344600187366345	1647.08344807332
"71"	0.441	3.20396059301297e-05	0.00223268565625727	1610.04392570399
"72"	0.442	3.20719477633087e-05	0.00377636649657199	1685.41721585431
"73"	0.442	3.18101078442526e-05	0.00382619862588429	1725.20235863908
"74"	0.441	3.21708031423668e-05	0.00150726567817095	1280.84023987941
"75"	0.441	3.23217287483986e-05	0.0012621275743909	1221.87052386556
"76"	0.441	3.33953997747271e-05	0.00141673096800954	1316.08936398895
"77"	0.441	3.40295605888037e-05	0.00138312967129215	1666.07891494834
"78"	0.441	3.32942617025617e-05	0.00140449720552981	1313.50911069603
"79"	0.441	3.24214021724094e-05	0.00173520563178459	1381.66861463289
"80"	0.451	3.23233089414274e-05	0.00149026371578642	111.443108022296
"81"	0.442	3.311743294565e-05	0.0030717954973861	1694.79283763037
"82"	0.442	3.19348801556172e-05	0.0038270714303597	1576.52856875424
"83"	0.443	3.38282569283974e-05	0.00384436790829075	1868.15507816402
"84"	0.44	3.18286006521203e-05	0.00101443614687199	1465.58745921221
"85"	0.453	3.18575369741475e-05	0.00413705024703287	3570.93423772765
"86"	0.453	3.40494819032143e-05	0.00121657817206558	3568.19414157664
"87"	0.442	3.24473432232487e-05	0.00282205108648423	1611.29834859485
"88"	0.44	3.18901753759122e-05	0.0010131977377384	1503.53174737406
"89"	0.442	3.79701102037881e-05	0.00258739253533486	1683.04262595164
"90"	0.44	3.18497570952726e-05	0.00102314493456935	1495.71634741432
"91"	0.44	3.17974100346512e-05	0.00100009891088423	1420.93519882427
