"X1"	"X2"	"X3"	"X4"
"1"	0.34	2.05413751936102e-05	146.636508770684	1259.0439665741
"2"	0.346	2.00090071082771e-05	0.542941279071715	87.119436441807
"3"	0.339	2.02906561767177e-05	1.5745796698254	1247.6988010474
"4"	0.34	2.04882042317613e-05	0.56720304548057	833.301276008437
"5"	0.34	2.02480721472581e-05	0.321354062522572	1009.90943111678
"6"	0.34	2.04475787784126e-05	0.521544388315177	1098.53507881739
"7"	0.339	2.00614741748996e-05	2.3197586809074	1152.92653737377
"8"	0.339	2.0005108059377e-05	2.28721132886573	1138.23464659477
"9"	0.339	2.00260143851991e-05	2.37029139632152	1200.88643956621
"10"	0.34	2.22684203437741e-05	18.5487917991399	1437.94215974025
"11"	0.34	2.13858868573375e-05	12.7144481888356	1515.19716759856
"12"	0.34	2.11031930319008e-05	12.2624690781772	1201.12506541189
"13"	0.34	2.03783039043368e-05	67.6064994478336	1107.69060056982
"14"	0.341	2.08562417977045e-05	145.431304908262	1766.22764711231
"15"	0.34	2.12319705139654e-05	253.262114393672	1166.29813998643
"16"	0.34	2.22156027152034e-05	700.611887766344	1270.31672538525
"17"	0.34	2.11631645528459e-05	851.91193217884	1296.65138621764
"18"	0.34	2.00886337330594e-05	0.494528711736252	916.338702544975
"19"	0.339	2.02340218478281e-05	1.56931599956995	1254.68324618821
"20"	0.34	2.09975198335868e-05	4.76158439991444	1208.79220752261
"21"	0.339	2.03261663668295e-05	1.28144978709286	1163.30425332465
"22"	0.34	2.12331495432097e-05	21.8888453764771	1190.39365780695
"23"	0.34	2.11529675151181e-05	26.0658689167749	1320.13988888726
"24"	0.34	2.12827787763374e-05	20.6842884414639	1232.48690760689
"25"	0.34	2.03781792602237e-05	297.315813009422	1210.31939820601
"26"	0.34	2.17139271230663e-05	369.422447313022	1439.2246869226
"27"	0.34	2.0594963577224e-05	504.108802925819	1136.36925052185
"28"	0.341	2.39081025585505e-05	936.246854818416	1619.26591568154
"29"	0.34	2.09805429322538e-05	638.768895658217	1206.14204109684
"30"	0.34	2.07396569100688e-05	717.923883751318	1246.63114685691
"31"	0.34	2.05243485304013e-05	68.7604891865033	1517.57822721929
"32"	0.34	2.12636310951113e-05	821.741651070247	1249.7343881023
"33"	0.341	2.01940977409272e-05	0.239914417123913	870.410490290541
"34"	0.339	2.00491144038658e-05	1.92706823280634	1119.70998571698
"35"	0.339	2.01360150219818e-05	1.12755276095831	1225.22508751769
"36"	0.339	2.01041536509281e-05	0.997550999235419	1273.75286547465
"37"	0.34	2.15526243472412e-05	465.188718646418	1434.76863788348
"38"	0.35	2.00088855706689e-05	0.00100054969093079	0.504276189788802
"39"	0.339	2.00384544755846e-05	2.16539951627373	1260.93924081586
"40"	0.34	2.02518429279984e-05	0.397309375158555	1163.71944645039
"41"	0.339	2.0072212046265e-05	1.25052288917793	1120.03900636776
"42"	0.34	2.1809377400499e-05	21.4974457925063	1422.11102130809
"43"	0.34	2.13476703739502e-05	464.020087259192	1330.36134921271
"44"	0.35	4.34780938136439e-05	2.09341041834003	914.794481518707
"45"	0.341	2.03833092775194e-05	0.250012662161473	875.118735613454
"46"	0.34	2.03606921859192e-05	4.52911580678537	1462.41614241157
"47"	0.34	2.31221034929631e-05	0.989763952351285	1361.27735839451
"48"	0.339	2e-05	0.803921291409588	1137.57814876341
"49"	0.339	2.01075041492356e-05	1.66627497254378	1253.89566546501
"50"	0.34	2.19204827799977e-05	4.86424675882237	1202.58626344028
"51"	0.34	2.25413810267288e-05	28.383439143532	1354.57303791694
"52"	0.34	2.26904521698526e-05	606.804412527222	1293.48959809769
"53"	0.367	9.48797216845431e-05	0.00586467553485923	1391.58567064653
"54"	0.366	9.48665804106784e-05	1.86563105827622	1507.23325366643
"55"	0.35	2.00122577388882e-05	0.00100189056410028	0.856468561144868
"56"	0.34	2.06834819678152e-05	0.435993711109926	1254.10677070072
"57"	0.341	2.06853397095926e-05	0.275162518398776	918.289743976843
"58"	0.34	2.11155879927438e-05	39.5549749446062	1550.43574449303
"59"	0.344	2e-05	0.731208701799644	269.030367861489
"60"	0.349	2.01264343642008e-05	2.88799239910161	35.1856664386396
"61"	0.34	2.06073321893377e-05	133.224475235435	1066.60944615785
"62"	0.34	2.15838182493009e-05	54.3783541763883	1144.785556963
"63"	0.352	2.03763310486276e-05	0.00447565445276892	10.7686873734974
"64"	0.34	2.0288784006011e-05	0.323233185973536	1080.35931560407
"65"	0.339	2.0081045384953e-05	1.8908845616471	1250.95521753053
"66"	0.341	2.05856354312201e-05	0.29635058166847	780.069597959888
"67"	0.339	2.01148789359013e-05	1.24864811942584	1184.54600532839
"68"	0.34	2.05436761196873e-05	5.54698665050464	1355.7007418895
"69"	0.34	2.22868578571164e-05	560.394971228201	1250.69922991259
"70"	0.34	2.09208716733519e-05	470.272197892013	1393.68826343186
"71"	0.34	2e-05	625.449034465111	1367.96522027474
"72"	0.34	2.07823531804633e-05	464.688920169371	1476.12757391411
"73"	0.34	2.05512935897436e-05	602.889536809597	1340.83593510015
"74"	0.34	2.11000736693054e-05	605.701593232065	1218.34415897225
"75"	0.339	2.00250438294876e-05	2.05870542169232	1259.83174487216
"76"	0.34	2.01689998113451e-05	0.311494563403677	1099.72007788573
"77"	0.34	2.14693648888483e-05	16.5230592684688	1160.76238112664
"78"	0.34	2.21559241289065e-05	4.73618926841746	1273.0877490966
"79"	0.34	2.09854650584372e-05	21.3726426672098	1312.5260647936
"80"	0.34	2.1581974851876e-05	527.66428653519	1150.17891413352
"81"	0.34	2e-05	774.804632285215	1501.54390456844
"82"	0.34	2.18315407986322e-05	13.5861704197964	1386.3320470211
"83"	0.34	2.05035119894764e-05	6.95604357833098	1049.05858057123
"84"	0.34	2.1264927490773e-05	6.41553613774374	1317.39598292945
"85"	0.34	2.20462161208136e-05	121.643783918597	1156.37546862752
"86"	0.34	2.0316100799415e-05	141.313262190736	1504.87520801454
"87"	0.341	2.05430867071516e-05	621.427189508954	1770.05746139996
"88"	0.384	0.00181169436199669	0.00100053636648969	2476.33801974088
"89"	0.384	0.00181288308523125	0.00100623659505971	2379.65980237564
"90"	0.415	0.00179707234281471	0.00100664907159273	3731.45248320209
"91"	0.384	0.00180518751141033	0.001	2396.79902208408
"92"	0.384	0.00180566456697656	0.00100572796538883	2416.13742539304
"93"	0.384	0.0018135780098369	0.00100471200866129	2379.52169192583
"94"	0.339	2.02598887609795e-05	1.03938157735906	1142.68627500316
"95"	0.339	2.02300056853593e-05	1.0993742993545	1205.85261640239
"96"	0.34	2.06507307281549e-05	118.914417092014	1204.67206393731
"97"	0.34	2.10411934337396e-05	636.237311258134	1129.99928638996
"98"	0.34	2.16374916605459e-05	669.252393384344	1416.71884948153
"99"	0.34	2.07467491353516e-05	649.584566605675	1524.13417217408
"100"	0.341	2.0432256798401e-05	633.345481266504	1746.42414660873
