"V2"	"V3"	"V4"	"V5"
"1"	0.642	0.000196765919025512	0.00100658295505995	960.678751725238
"2"	0.642	0.000196631707815792	0.00100684317568891	1001.97892163757
"3"	0.644	0.000196922419518625	0.00101310017247523	1305.28642283703
"4"	0.643	0.000196656163197839	0.00101308732416202	1205.61945223411
"5"	0.642	0.000197190456079279	0.00101703734474299	1015.88459609523
"6"	0.642	0.00019676064983133	0.00102385117831452	1010.76685206635
"7"	0.644	0.000196924190164149	0.00102588730706219	1307.2018500864
"8"	0.642	0.000197201035952001	0.00102095447079277	992.280084524309
"9"	0.642	0.00019685491825971	0.00102729219526699	891.574254399345
"10"	0.642	0.000197203681499513	0.00102657418491244	893.178409173697
"11"	0.642	0.00019703170723151	0.00102780929608825	893.108586904259
"12"	0.642	0.000196766601002296	0.00102646368180949	998.02088399222
"13"	0.642	0.00019659080397363	0.00102777966673216	840.674461356013
"14"	0.642	0.000196717669104933	0.00102575024414698	902.017424393889
"15"	0.643	0.000197116428182852	0.00102780644953032	1194.54352125858
"16"	0.519	0.00199428731525803	0.00102466765555455	1186.66308297052
"17"	0.642	0.000196704990126507	0.0010189942613526	840.56898729491
"18"	0.642	0.000196704990126507	0.00102520564727918	863.120911549894
"19"	0.642	0.000196803114885857	0.00102528951068427	1002.14761210641
"20"	0.642	0.000196904962233188	0.00102726477133394	986.164667360494
"21"	0.642	0.000197409880251031	0.00102428173270777	890.18592838275
"22"	0.642	0.000196918875726334	0.00102757720448194	930.037043086777
"23"	0.518	0.00199942559560695	0.0010104981210282	1245.74556720944
"24"	0.642	0.000197488759711736	0.00102564393872632	910.985177964238
"25"	0.642	0.000196703852681257	0.00102777888690852	1024.52301243944
"26"	0.643	0.000196661712037099	0.00100419576518049	1209.5621212438
"27"	0.642	0.00019691292715458	0.00101342254873761	980.631860575068
"28"	0.642	0.000196758624332636	0.00102369307210792	990.169722096551
"29"	0.642	0.000197227042813074	0.00102606334550139	893.75494268762
"30"	0.642	0.000197038099634754	0.00102619133385846	911.944933584173
"31"	0.643	0.000196546250028815	0.00102724512753944	1213.09583700245
"32"	0.642	0.000196589733779849	0.00102726075512016	1039.67980212131
"33"	0.642	0.000196693281811	0.00102416409069267	906.094955385027
"34"	0.642	0.000197102711266817	0.00102768185051204	932.515850201872
"35"	0.643	0.00019654624993255	0.00102779510134893	1215.49868083199
"36"	0.645	0.000199287582046446	0.00102782117856355	1331.52129635074
"37"	0.642	0.000197552095405109	0.00102779138613336	916.075262643989
"38"	0.519	0.00199519691997359	0.00101550189366026	1264.41390097627
