"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"1"	0.194	0.000201739352954023	0.0985085024777258	13.9251287229883	179.729682025696	792.436954829131	0.000489032797847011	2384.9911937466
"2"	0.223	0.000705299719189776	0.023118594451246	7.20280561288223	0.01371585508452	60.5213895448319	0.000501127330942658	5393.02128971848
"3"	0.682	0.000190002417392286	0.0584897753096939	227.955083219447	424.173789571956	0.0170114760602731	2.3500168845169e-05	5188.95599783847
"4"	0.141	0.00057927075375807	0.20974946349547	21.5388611887286	0.258275320614211	0.0247137157346969	0.000137320178078285	1653.30566387442
"5"	0.143	0.00037282935709899	0.0892583122341326	34.3098966715168	0.293856538495778	70.968114120073	7.92280274511553e-05	1668.83124261838
"6"	0.682	0.000106989848327383	0.030883275371116	231.557804163351	612.92005977144	0.0302015811078939	2.35900188935607e-05	5188.95599783847
"7"	0.681	0.000214435429904737	0.461223677385866	231.548745737111	992.440481927631	15.304639361855	2.9000366722798e-05	5195.79054171583
"8"	0.155	6.4766032986518e-05	0.0248546589021591	5.82671534945992	1.08639493161901	0.329848106920665	0.000222736855716706	1945.87653859307
"9"	0.686	0.000203300357693808	0.378607405084464	51.6142310890814	98.3311698519003	5.2706334515029	3.95181313417271e-05	5326.15574818799
"10"	0.143	8.14108245267681e-05	0.0909290602304708	15.0880617797754	0.349159618073176	0.319313269981793	0.000130577729503316	1733.82924258894
"11"	0.138	6.41175312394467e-05	0.032809060440625	19.7002019904676	3.97177592366758	0.316470161046395	0.000123086786529504	1517.42158017611
"12"	0.15	0.000169351887237668	0.326968753282105	7.1296462632531	69.8440695751122	44.5253370338225	0.000215211879434766	1739.61951972523
"13"	0.684	8.79999172506894e-05	1.63649624680497	225.931365356028	0.22023104128965	100.307590753971	4.39124286538812e-05	5369.86482705942
"14"	0.164	6.26663674765039e-05	0.00693147180559945	40.1120560427424	3.85166150613402	134.832664118622	9.16872179167111e-05	2051.96846646609
"15"	0.687	0.000181042738828361	0.183149944058042	55.5441645779693	45.1794184614905	6.49258373818392	7.388562603836e-05	5325.33461894392
"16"	0.141	0.000171674666316807	1.039571176168	7.46828970530591	6.14151055154047	146.352811447604	0.000155325707771393	1509.04646009981
"17"	0.685	0.000167822186366889	2.04570669639148	51.7901966582212	42.0748257898828	14.8681510007206	3.09531613679157e-05	5326.61387244039
"18"	0.688	0.000186024921010999	0.880687782726098	60.4027348390178	9.58559973349496	0.413690867138605	0.000118375363636107	5325.76787668724
"19"	0.68	8.69770328300721e-05	0.470392520804312	230.436086951572	32.6379116835971	0.962946593713895	2e-05	5204.28974674931
"20"	0.148	0.000168949680885349	2.06543411322037	9.69040168413383	4.39464647139349	0.0220471714005799	0.000194751468064441	1730.25540139212
"21"	0.143	0.000170059370050408	2.20710647744597	16.9483411111461	117.639142969097	0.0326133795345353	0.000167576662073701	1577.28647120299
"22"	0.148	0.000173130190199514	1.77597668913701	100.555742705451	109.243400160897	22.4232676681504	0.00019866714557065	1670.65368715347
"23"	0.686	0.000234339800158278	26.8361617696702	50.7422342697505	917.842365323046	0.750802927285199	4.02588565873264e-05	5326.80905577995
"24"	0.681	0.000224743464023425	22.1916999064786	230.855446386553	949.213417338578	25.3538809916238	2.040723779005e-05	5198.7965742307
"25"	0.218	0.000763109794663649	0.00693147180559945	12.38462953901	0.188911926747141	1.16927571898184	2.31893936853174e-05	5415.09203436466
"26"	0.688	0.00016537906637336	12.5829997409904	58.6958878751904	1.83605385227831	78.1815136343098	0.000108832627930543	5325.77593150439
"27"	0.681	9.81914665944902e-05	12.6294322261564	229.476688165148	969.289649288242	4.56807199244055	2.44458770375437e-05	5194.64694292689
"28"	0.139	6.42745616566576e-05	8.07030380555623	35.7990045432732	0.0158264694137752	4.95449241517494	0.000119778936853061	1598.21566284624
