"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"1"	0.212	0.000169093111892177	0.00693147180559945	5.42240789501119	1.03738629453578	0.353706727914534	2e-05	1686.6597357287
"2"	0.202	0.000178930290199212	0.055794186614326	7.41400551616162	0.397897409013732	0.00170652360747502	2.17799786493103e-05	1470.35129920766
"3"	0.199	7.83320293748644e-05	0.00898896822720731	1.85800642123656	0.51220168657912	8.65195914133797	2.15509299823341e-05	1305.48083033621
"4"	0.2	6.71179432719495e-05	0.0259702731475148	28.7354976369504	6.32413632592953	0.0142392136674389	2e-05	1294.76355511461
"5"	0.2	0.000176762455404976	0.0516548110864371	21.1683508205991	69.0701670983468	0.125036396383033	2.01486826208286e-05	1227.21894146852
"6"	0.294	0.000212435698833733	0.481862709695739	8.57264828859346	5.66512838467818	0.349340223495029	0.000288750083907713	2527.21160701167
"7"	0.193	6.8812902621583e-05	0.0535308373368963	0.00112977969937945	0.54489845628731	29.4545952318819	2.1220833773554e-05	115.488514843698
"8"	0.209	0.000167980914763403	0.308348898256918	2.27651222502462	2.01796603995505	2.59721905239859	2e-05	1444.60935016791
"9"	0.2	8.65473722110137e-05	0.00693147180559945	0.383035058028545	110.468685319914	0.0460736875940379	2.01216822344106e-05	883.730396731184
"10"	0.191	0.000176227773352665	0.355115843235297	0.001	0.70529188025548	11.8013442376293	2.01600298476828e-05	43.1245450604409
"11"	0.207	0.000171230518898366	1.99913035416882	2.29805119041258	1.95460462719362	36.1991209906071	2e-05	1416.19943510834
"12"	0.285	0.00016468215524776	5.24657507925847	12.3748438723266	892.803240425038	0.831043650391079	0.000215078221607655	2419.84954805073
"13"	0.192	0.000201351185973302	4.44164436877659	0.001	0.0434691710551376	2.54149038943579	2.1036720587037e-05	91.9431219204928
"14"	0.199	6.51594513699618e-05	1.02888829045335	2.37799480556566	0.419151773690641	0.193590730252142	2e-05	1084.66750709022
"15"	0.199	0.00016941679996557	1.95815429610722	2.05941133574174	0.267700958317517	6.23976147203152	2.12768733337255e-05	1146.10316781084
"16"	0.193	0.00017243304851911	1.8716237844063	0.001	8.32839573243639	5.42788207321726	3.32199540204265e-05	119.317091290176
"17"	0.201	9.23112975140924e-05	0.136730978738496	51.6535149734988	0.327006315764521	23.6127083096987	2.04657680634607e-05	1570.56398020291
"18"	0.203	0.000167728747988238	12.1456160728638	4.55917343951348	0.411828127922081	2.48222759118906	3.47380376340903e-05	1195.18244519496
"19"	0.288	0.00016468215524776	17.8096249188025	26.6893717951532	71.9394760233311	45.5856478922679	0.000237698536290204	2454.68858685983
"20"	0.262	0.0004490603655268	0.0183536298068163	8.19076051733106	1.54173177216329	13.8475088609266	0.000191887061003379	2014.82404926836
"21"	0.258	0.000418555344272875	0.070904920734321	6.42985951653933	70.2544620706036	66.6330875115466	0.000189091043838421	1788.73267102336
"22"	0.208	0.000473637870647044	0.050343374682931	0.105231139196691	311.203993618938	0.45150059213905	2.14587493390369e-05	972.820973218046
"23"	0.199	0.00198332641162882	0.219758068453459	2.54051340547656	0.0189126868128585	0.822389599861544	2.02041167810655e-05	1224.74260826558
"24"	0.191	6.26634296437503e-05	0.0117437728315281	0.001	144.989162598714	0.49925213859209	2e-05	0
"25"	0.198	0.000913411131233122	0.0248295214682458	2.9827206183977	0.0281710207193241	0.0284856468370228	2.110045475382e-05	1462.2303355307
