"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
"1"	0.454	0.000171186732776742	0.0449434804202842	0.140598806271075	0.802223114088173	0.209723035584051	6.32570391837651e-05	226.475660864799
"2"	0.454	0.000168431822372977	0.0426100093495313	0.650967113694982	3.48450001483795	1.0586794799014	6.54994217335708e-05	514.616645801224
"3"	0.454	0.000198332897695358	0.0397639589786017	1.56654650390811	6.41141256784859	141.686125066976	6.32570391837651e-05	557.479647338247
"4"	0.407	0.000320341633932511	0.117252657481123	27.7307923353272	0.001	0.0714601642854206	6.34003612001659e-05	1167.67348193946
"5"	0.454	0.000177943957317769	0.247317208218081	0.136329369341805	0.058462720486679	7.61439450965043	6.32570391837651e-05	312.806406461089
"6"	0.397	0.000285347674429999	0.0915174313075673	6.89018941244565	0.00175146451821902	0.174904136466283	6.32570391837651e-05	1505.3266748637
"7"	0.45	6.1837260439763e-05	0.0156626933187448	5.7160404471565	0.178942168516477	0.673448048325603	6.41373299259654e-05	1273.70689454036
"8"	0.454	0.000171291619880385	0.244951353157398	7.94097790164197	2.51739358598743	0.236992716048057	6.85870262395503e-05	469.790983223269
"9"	0.145	0.000311692936696874	0.00693147180559945	53.0371596880852	0.00935331344938021	96.5803075923008	0.000472430664264493	1467.83168558683
"10"	0.453	0.000178003892522398	1.61789481226709	1.05552903205692	0.408921268575201	7.31213856061304	6.32570391837651e-05	484.877353461325
"11"	0.358	0.00018724962833374	1.5514426744639	0.001	0.0262509698835697	177.71982370192	0.0007701635	572.761182451368
"12"	0.453	0.000196249032164154	1.84578076143669	1.07856496655564	7.1515064614304	1.4087077721336	6.32570391837651e-05	396.190868751475
"13"	0.453	0.000177904135215051	1.59819367632205	5.37540949458062	31.9887177207837	177.590784732708	6.32570391837651e-05	370.353268244819
"14"	0.456	0.000176366073185148	1.46080040577345	4.71738095448618	32.5787589832165	17.6627021063867	7.5184453971021e-05	675.018414583737
"15"	0.358	0.000608318421600443	11.2464019008147	0.001	0.455319829064984	190.363386621964	0.0007701635	505.305400929911
"16"	0.455	0.00018053245195634	1.78517187746422	67.5483266547831	32.1670206413601	0.128376186602457	6.47539214817218e-05	597.237716461027
"17"	0.453	0.000196141777596386	10.0670194904446	2.50349954298568	253.698822418615	0.150188727806836	6.32570391837651e-05	358.850622002579
"18"	0.457	0.000167674789555136	8.27244788129141	0.0711985658818299	59.2880139365953	2.25827291619428	6.32570391837651e-05	381.481285260977
"19"	0.358	0.000164884777014025	8.51064477879229	0.001	0.32798253955004	178.541441581747	0.0007701635	572.761182451368
"20"	0.456	0.000170803332781901	2.52571851658927	1.53845908349492	6.44053047690199	25.3416986192454	8.19842319046141e-05	575.167015584617
"21"	0.148	6e-05	0.00693147180559945	27.4425000400268	0.00900852817163861	1.41282053968389	0.000265183190004216	1454.96759042428
"22"	0.454	0.000166844889663507	7.86004589823935	1.36626817103547	0.0172239395654793	1.12552104254717	6.61673849347438e-05	583.710897852482
"23"	0.453	0.000182208557885365	9.8146338093467	8.60218181708501	0.230677604391785	12.7045858687493	6.32570391837651e-05	371.461113347339
"24"	0.454	0.000440971616458889	0.0444620176882882	0.541611759699081	2.92592779154345	0.053445691860528	6.54999694576915e-05	514.616645801224
"25"	0.472	0.000408440757315127	0.0872833335766056	1.34238761322855	6.94189531251174	20.4155844387909	0.000165816033380197	761.648280433514
"26"	0.453	0.00054161626204938	0.0626398083108258	0.400198731176485	37.2728188190435	1.47163793259481	6.32570391837651e-05	335.56723115056
"27"	0.455	6.73393872312428e-05	0.00721603369149549	7.09946253648685	0.685603202511717	0.012466587372635	6.39119449976836e-05	1152.16932300306
"28"	0.358	0.000154887007995901	0.0420953709362815	0.001	76.0246721515443	1.94402560959457	0.0007701635	509.79801204962
"29"	0.454	0.00018064967605644	0.0137481464912765	68.4378178740283	28.5223914386952	0.0160668089875994	6.35279912155327e-05	538.006203420406
