"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"1"	0.242	6.34902163829804e-05	0.00724141403063744	0.025859314603906	2.13082050415756	0.000106459401464278	4579.19152030226
"2"	0.235	8.05327087528734e-05	0.0112130587253097	0.0273582616338402	18.3950695657167	2e-05	3846.34949506429
"3"	0.247	6.34656376110348e-05	0.0102753727726028	7.65504904879015	1.24752676705506	3.74205585543343e-05	5728.589480503
"4"	0.247	0.000620197376674458	0.183664935576129	24.2513909966606	0.0982394040772125	4.04429882821391e-05	5959.94345896343
"5"	0.242	0.00417202022755499	1.27343462649267	0.0251154801957463	0.208685329752856	0.000101171447593208	4810.95063245847
"6"	0.245	0.000177148203328432	0.00711175128088299	46.9616409158936	0.00101658150376662	4.71198272965709e-05	4844.71755125581
"7"	0.235	0.00217190609797184	0.618589027116596	0.0251154801957461	28.6730132167482	2.03147377359458e-05	3793.60276248495
"8"	0.247	0.000111206759247647	0.0839023436460488	4.4407924884675	0.0988800383661602	6.06143954567913e-05	5809.08818929996
"9"	0.235	0.00015129849465697	0.262894394109339	0.0251154801957471	19.200763796492	2.11482030241535e-05	3880.86505720705
"10"	0.241	0.000137252278509797	0.769093785468718	0.051448159873261	0.166487736099846	6.06606463671725e-05	4640.01930010608
"11"	0.235	0.000139776892042886	0.795623139770845	0.0271283858170997	0.207266791851609	2.00289322540721e-05	3704.64770823518
"12"	0.241	0.000138113372574886	0.775039179914931	0.951639008337998	12.2588264950725	3.38496881805642e-05	4914.10135889204
"13"	0.24	0.000227814749651753	3.61529531913992	0.717350893668568	356.907991927955	2.03040185554678e-05	4724.02970642896
"14"	0.241	0.00014343934172595	4.12784737172169	26.6262318995919	1.28290273624773	2.30100938113885e-05	4684.48376074699
"15"	0.24	0.000143975861953192	3.86921706834888	37.4263484367741	12.0037678573475	2.01792435812493e-05	4871.0534040526
"16"	0.24	0.000149668067079309	4.18680374356043	36.7726825627087	12.9907272734411	2.00008237379857e-05	4785.93890524997
"17"	0.248	0.00013991267489547	3.69813596386873	32.2572070906816	11.4721016378189	0.00013016093960607	5565.97977721216
"18"	0.25	0.000142425411181036	17.0676901432157	0.233066449516927	0.0113758759552371	0.000192705107923975	5638.63995102499
"19"	0.24	0.000144836034471456	19.9081355847743	0.428968412640913	219.245485538844	2.14982937101226e-05	4706.45320510939
"20"	0.241	0.000136630731716567	16.4426957348074	0.028593385646403	0.0193702095388529	6.074497598527e-05	4320.30499117601
"21"	0.235	0.000144154137940272	20.2289636475889	0.0260534640943375	0.0199138944376303	2.00001135223927e-05	3905.4752595012
"22"	0.236	0.000142074240355894	18.993719465891	0.0251154801957461	24.1592745931433	2.48256578489138e-05	3984.0331049517
"23"	0.241	0.000150128274256488	21.0310248581756	45.0462646441148	14.0646324355493	2.07496181173061e-05	3983.6502786452
"24"	0.24	0.00014256309440332	18.8042508509047	242.640516052306	134.868246623576	2.03323023187571e-05	4816.45216571383
"25"	0.241	0.000304668473201288	0.0354587620377867	0.166565127400286	12.1662207271492	4.22065043530242e-05	4849.6187826088
"26"	0.241	0.0059589171744276	0.00732192080396385	1.56731890005161	0.001137852170496	0.000106251861148701	4319.01576458025
"27"	0.24	0.000306929218380052	0.0539683020581186	0.0251154801957464	217.699094143228	5.41252775617095e-05	4561.73262569805
"28"	0.235	7.35558961148297e-05	0.00852997724692834	0.0251154801957461	3.52024029128525	2.17083237126035e-05	3815.2534849685
"29"	0.235	0.000303289507534456	0.168707031106027	0.0251154801957461	22.4257969294804	2e-05	3962.71823445152
"30"	0.247	0.000525680829464725	0.31044183117558	24.3017314489292	0.0983980749217619	6.09512132567941e-05	5844.27981121382
"31"	0.235	0.0058866740345454	34.8082744887063	0.0251154801957461	0.309280405221418	2.22159758439387e-05	3769.52370705386
"32"	0.24	0.000318502616619917	0.189825820251657	122.716184511208	111.153573438799	2.0116261976613e-05	4878.85535914201
"33"	0.235	0.000306743878021426	1.27050027952397	0.0251154801957461	0.0207135307246402	2.16229257562118e-05	3875.55505878936
"34"	0.242	6.54136597382478e-05	0.0200652522768802	0.025376760796183	22.318197212651	0.000107690714571246	4733.31493332169
"35"	0.251	0.000310578298161148	0.792832525805453	0.0299722333788966	0.206864096959521	0.000273884415324836	5488.99108400362
"36"	0.241	0.000303787633173639	0.771459572966239	5.32338956036966	12.2615943833932	3.40273073491363e-05	4913.71626774319
"37"	0.24	0.000311152022213767	4.15226576042929	6.36591883632794	11.14300906334	2e-05	4790.1654644564
"38"	0.241	0.000315138490434043	4.07633253077997	5.59708606708949	162.60321743534	2.4182010656871e-05	4746.48893231543
"39"	0.236	0.00068268047450616	15.6141015863485	0.0251154801957461	0.294689892940605	2.22321307713774e-05	4054.39982042631
"40"	0.241	0.000301026307557926	16.406595397303	0.0268269552271804	0.0193756328978415	6.0744936012691e-05	4325.95910598598
"41"	0.235	0.00030351384706158	19.0441103603188	0.0255098717725693	241.942658279947	2.15634608647259e-05	3869.17808585236
"42"	0.235	0.000314104285986616	17.296291083702	0.0262436537553751	239.835920395557	2e-05	3664.38369260972
